px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
-3.60501e+43	-2.42579e+43	-2.24974e+43	4.59415e+42	-1.69035e+44	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0
2.82639e+43	5.95885e+42	-7.3467e+42	-2.38665e+43	-4.13157e+44	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0
2.58067e+43	3.6381e+43	7.55166e+43	7.45972e+42	-1.37719e+44	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	0
-1.06162e+43	8.39171e+43	8.81108e+43	1.91348e+41	-4.59063e+43	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0
-9.20612e+43	-1.04031e+44	1.18922e+44	4.39002e+43	-7.28926e+44	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	0
1.38947e+43	1.98137e+43	-1.12766e+43	4.70864e+43	-2.42975e+44	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0
2.50192e+44	1.35309e+44	-3.05429e+44	-7.75583e+43	-8.09918e+43	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	0
1.017e+44	4.07169e+44	2.72251e+44	-2.72031e+43	-2.69973e+43	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0
7.43585e+44	-5.04291e+44	1.65318e+44	-9.56256e+42	-8.99909e+42	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	0
-6.83663e+44	-4.20243e+44	-1.31704e+45	-3.35248e+42	5.70599e+45	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0
-6.83663e+44	1.07705e+45	5.49224e+44	4.50762e+44	-3.80699e+45	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	0
-6.83663e+44	-1.95696e+45	-2.48835e+45	8.68244e+43	1.0149e+46	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0
-6.83663e+44	1.2237e+45	1.1956e+45	9.11756e+44	3.38299e+45	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	0
-6.83663e+44	1.01975e+45	-4.91193e+45	3.60316e+44	1.12766e+45	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0
-6.83663e+44	8.4979e+44	2.43437e+45	1.38901e+44	-2.24601e+46	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	0
-6.83663e+44	7.08158e+44	1.62292e+45	-1.7553e+45	-7.48669e+45	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0
-1.02967e+46	4.63797e+45	-8.95636e+45	-3.56452e+45	-2.49556e+45	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	0
1.60828e+46	-5.78549e+45	1.42781e+46	-1.22981e+45	-8.31855e+44	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0
2.43659e+46	1.34371e+46	-1.37335e+46	5.28382e+45	-2.77285e+44	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	0
-2.51875e+46	1.92996e+46	6.95164e+45	1.31742e+46	-9.24283e+43	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0
-3.14548e+46	9.01347e+45	-5.28437e+46	1.58078e+46	-3.08094e+43	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	0
-7.40093e+46	1.35803e+46	1.19535e+47	5.26876e+45	-3.65386e+47	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0
1.0548e+47	4.9484e+46	1.08241e+47	-4.93359e+45	-4.87171e+47	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0
-1.08101e+47	3.75623e+46	2.11074e+47	-1.05641e+46	-1.6239e+47	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0
-1.44655e+47	6.74147e+46	-1.55905e+47	3.9442e+46	-5.41301e+46	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	0
1.14802e+47	1.61664e+47	-1.64656e+46	1.22445e+46	-1.80434e+46	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0
-1.62146e+47	4.36493e+46	7.39913e+46	3.75064e+45	-6.01445e+45	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0
-3.3028e+47	1.00331e+47	7.6157e+47	1.13993e+45	-2.92501e+48	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	0
-5.0621e+47	3.36469e+47	3.18261e+47	-5.32442e+46	-9.75003e+47	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	0
-1.20616e+48	-1.33807e+48	1.87373e+48	-3.56228e+46	-6.17101e+48	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	0
1.13577e+48	4.08676e+46	-7.2988e+47	-4.90442e+47	-7.90301e+48	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	0
-1.25006e+48	6.02828e+47	4.48125e+48	-3.08443e+47	-2.63434e+48	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0
-1.00869e+48	1.50772e+48	1.05987e+48	-1.51071e+47	-8.78112e+47	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	0
-9.27e+47	-7.59872e+47	-6.6859e+48	-6.64428e+46	-2.92704e+47	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	0
5.40926e+47	1.72631e+47	3.26627e+48	-2.70248e+46	-9.7568e+46	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	0
2.16976e+48	-4.35749e+48	-1.99018e+49	-1.0634e+46	-3.25227e+46	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	0
1.23533e+49	6.77612e+48	1.46692e+49	-4.14098e+45	-1.08409e+46	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801	0
-4.95816e+48	-1.52841e+48	3.22244e+49	-1.5791e+45	-3.61363e+45	8.45315	-5.97158	8.45	-5.95	2.727	1.818	0
-1.09302e+49	-1.16486e+49	-8.01258e+48	-5.86554e+44	9.35349e+49	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	0
-2.99147e+49	-2.07439e+49	-1.34637e+48	-4.28828e+48	3.11783e+49	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	0
-1.98263e+49	7.24581e+48	-4.37458e+49	-9.09728e+47	-1.76679e+50	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	0
-6.16685e+48	-8.15207e+48	3.94822e+49	-3.24831e+48	-5.88931e+49	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	0
-6.71749e+49	-2.91552e+49	8.79714e+49	-2.0658e+48	-3.93775e+50	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	0
-1.14667e+50	3.17382e+49	8.0635e+48	-7.26137e+48	-1.31258e+50	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	0
-2.58868e+50	3.46742e+49	-2.39054e+50	-4.82896e+48	-7.92042e+50	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	0
1.92017e+50	-1.4619e+50	-1.55591e+50	-1.61431e+49	-2.64014e+50	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	0
5.66467e+50	-3.18962e+50	-3.70106e+50	-1.02106e+49	-8.80046e+49	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	0
-3.68818e+50	-5.45644e+49	-1.04475e+51	-5.01341e+48	-2.93349e+49	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	0
-3.68818e+50	-4.54704e+49	5.17862e+49	-2.16102e+48	-9.77829e+48	9.62802	-5.02338	9.65	-5	1.99604	0.998028	0
-3.68818e+50	-3.7892e+49	1.5311e+51	-8.83634e+47	-3.25943e+48	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	0
-1.1348e+51	-2.11656e+49	2.44978e+51	3.7379e+50	-1.08648e+48	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	0
1.85836e+51	-1.7638e+49	-1.35997e+51	8.72866e+50	1.19723e+52	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	0
1.85836e+51	-1.46983e+49	5.07966e+51	5.10267e+50	-7.98187e+51	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	0
1.85836e+51	-1.22486e+49	3.38644e+51	2.38718e+49	-2.66062e+51	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	0
1.85836e+51	-1.02072e+49	-9.71499e+51	-4.07969e+49	-8.86874e+50	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	0
1.85836e+51	-8.50598e+48	1.74686e+52	-3.02301e+51	4.75949e+52	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	0
1.85836e+51	-7.08832e+48	-1.22995e+52	-2.14659e+50	1.5865e+52	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	0
1.85836e+51	-5.90693e+48	-8.19968e+51	3.18594e+51	1.01069e+53	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	0
1.85836e+51	-4.92244e+48	-5.46645e+51	2.74677e+51	3.36898e+52	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	0
5.10361e+51	-2.31977e+51	2.58178e+52	1.4772e+51	1.12299e+52	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	0
4.71661e+52	-1.656e+51	-9.28286e+51	-1.1293e+52	3.74331e+51	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	0
-3.17699e+51	1.80394e+51	1.61155e+53	-3.70194e+51	3.84372e+53	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	0
6.45898e+52	-4.41491e+52	-3.54917e+52	2.91154e+52	1.28124e+53	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	0
1.83895e+52	-1.15047e+53	1.50104e+53	1.18399e+52	4.2708e+52	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	0
-5.28322e+52	1.53292e+52	-2.04448e+52	5.25499e+52	1.4236e+52	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	0
-2.10662e+53	-1.54884e+53	-3.59961e+53	1.77543e+52	1.53724e+54	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	0
-1.3072e+53	-2.77113e+53	-1.84059e+53	3.40619e+52	-1.02008e+54	11.1386	-2.78926	11.15	-2.8	0	2.73104	0
-2.17363e+53	-4.11818e+52	-1.05629e+52	-1.98884e+53	-3.40027e+53	11.141	-2.65084	11.15	-2.65	0	2.73102	0
2.62584e+51	2.05143e+53	-7.56487e+53	-7.25296e+52	-1.13342e+53	11.1042	-2.54354	11.15	-2.55	0	1.81785	0
6.85802e+53	-1.15669e+53	2.53868e+53	-2.62549e+52	-3.77808e+52	11.1497	-2.45904	11.15	-2.45	0	1.81785	0
2.19856e+54	4.17818e+53	-6.74516e+53	3.73742e+53	6.11739e+54	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	0
-1.60839e+54	-3.5676e+54	2.44057e+54	2.26674e+53	-1.02208e+55	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	0
-3.21196e+53	9.98696e+53	-5.65918e+54	-1.11787e+53	-3.40694e+54	11.3117	-1.92025	11.35	-1.95	0	1.81854	0
-4.75989e+53	1.89794e+54	3.31496e+54	-9.97115e+52	-1.13565e+54	11.3504	-1.8663	11.35	-1.85	0	1.81853	0
1.02045e+53	3.16205e+54	-6.83885e+54	-1.58655e+54	-3.78549e+53	11.4185	-1.70062	11.35	-1.7	0	2.72762	0
4.15816e+54	7.65599e+53	-9.84931e+54	-5.35789e+53	-1.26183e+53	11.3568	-1.53205	11.35	-1.55	0	2.72762	0
9.64225e+54	4.21477e+54	-6.68033e+54	-1.8091e+53	-4.2061e+52	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	0
-2.29855e+55	-6.26289e+54	1.42595e+55	-6.10748e+52	9.80657e+55	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	0
1.71701e+55	1.44082e+52	2.83333e+55	7.90557e+54	1.30768e+56	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	0
3.80796e+55	7.20484e+54	-9.87939e+54	5.03004e+54	4.35894e+55	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	0
-1.0028e+56	-3.87655e+55	-8.13427e+55	2.40291e+54	-1.8163e+56	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107	0
-6.04918e+55	-4.81644e+55	7.66046e+55	-2.22516e+54	3.31776e+56	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	0
-1.46323e+56	-8.6251e+55	1.60802e+56	4.78776e+54	-2.81727e+56	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	0
1.16305e+56	-1.14993e+56	5.97343e+54	-3.09953e+54	-9.3909e+55	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	0
9.24766e+55	-1.58042e+56	1.07398e+56	-2.75522e+54	-3.1303e+55	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	0
4.52024e+55	-2.16716e+56	-2.95124e+56	-1.49242e+54	-1.04343e+55	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	0
-1.63025e+56	-2.85559e+56	-1.58238e+56	-6.71344e+53	-3.47811e+54	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	0
-3.64732e+56	3.01697e+56	1.83577e+57	-9.83615e+55	-3.13971e+57	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	0
-5.85708e+56	-8.39459e+56	1.37166e+57	-2.81368e+56	-1.04657e+57	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	0
-1.57037e+56	1.42028e+57	1.09646e+57	-1.11263e+56	-6.62596e+57	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	0
9.34198e+56	-4.46964e+56	7.1911e+56	2.33954e+56	-8.48575e+57	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	0
-4.761e+56	3.81802e+56	-4.49992e+57	-7.73329e+55	-2.82858e+57	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	0
-2.04042e+57	-1.0677e+57	7.60995e+57	7.11645e+56	-9.42862e+56	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	0
-2.79238e+56	1.35088e+57	1.4497e+58	1.00611e+57	-3.14287e+56	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	0
2.95213e+57	-1.48498e+57	1.55077e+58	3.29614e+56	-2.52132e+58	9.22819	0.16178	9.35	0.15	-1.81963	0	0
2.17235e+57	-5.12651e+57	-2.60818e+57	-3.52009e+56	-5.86212e+58	9.24456	0.139817	9.25	0.15	-1.81962	0	0
1.46449e+58	7.9048e+57	-2.1411e+58	-1.09416e+57	-1.95404e+58	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	0
3.45889e+57	3.58314e+56	5.06168e+57	2.44822e+57	-6.51347e+57	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	0
2.19034e+58	-7.11773e+56	-3.4639e+58	7.07514e+56	-2.17116e+57	8.84168	0.257617	8.8	0.25	-2.99995	0	0
-1.63251e+58	-1.04553e+56	3.72728e+58	6.47675e+57	2.00144e+59	8.65606	0.24536	8.65	0.25	-2.99994	0	0
-2.85366e+58	-1.38602e+58	-2.55326e+58	1.80564e+58	6.67145e+58	8.43549	0.247188	8.5	0.25	-2.99323	0	0
-6.46334e+58	3.46922e+57	4.42438e+58	-5.42096e+57	2.22382e+58	8.34184	0.250769	8.35	0.25	-2.9932	0	0
-2.80622e+58	-4.33695e+58	-1.00962e+59	2.37084e+58	7.41272e+57	8.27073	0.243988	8.2	0.25	-2.73233	0	0
1.50747e+58	3.48853e+58	4.64297e+59	8.03844e+57	2.47091e+57	8.03847	0.260731	8.05	0.25	-2.73234	0	0
4.01144e+58	9.98212e+58	3.79025e+59	5.29374e+58	8.04293e+59	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	0
1.24948e+59	-9.34483e+58	-1.83443e+59	8.12573e+58	2.68098e+59	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	0
-1.39333e+59	-6.23618e+58	-1.96302e+59	3.15601e+58	8.93659e+58	7.46173	0.143776	7.6	0.15	-2.99599	0	0
1.63601e+59	7.37616e+58	5.30498e+59	-8.84222e+58	3.24366e+60	7.45455	0.149294	7.45	0.15	-2.99596	0	0
8.16138e+59	1.86534e+58	-5.11098e+59	2.99985e+58	1.08122e+60	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	0
-7.908e+59	1.55445e+58	1.26621e+60	2.98237e+58	-6.06734e+60	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	0
-7.908e+59	1.29537e+58	-7.62801e+59	-1.01388e+59	4.4053e+60	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	0
-7.908e+59	1.07948e+58	-5.08534e+59	8.50507e+59	-1.13871e+61	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	0
-7.908e+59	8.99565e+57	-3.39023e+59	-7.28377e+59	-3.79569e+60	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	0
-7.908e+59	7.49637e+57	6.20174e+60	-3.12263e+59	-1.26523e+60	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	0
-7.908e+59	6.24698e+57	4.13449e+60	-1.252e+59	-4.21743e+59	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	0
-7.908e+59	5.20581e+57	-1.00992e+61	-4.87711e+58	-1.40581e+59	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	0
-7.908e+59	4.33818e+57	-6.73278e+60	-3.23271e+60	-4.68604e+58	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	0
-7.908e+59	3.61515e+57	2.12225e+61	-1.07843e+60	-1.56201e+58	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	0
-7.908e+59	3.01262e+57	1.41483e+61	-3.59736e+59	-5.20671e+57	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	0
-7.908e+59	2.51052e+57	-4.19898e+61	-6.54775e+60	-2.0569e+62	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	0
-7.908e+59	2.0921e+57	-2.79932e+61	6.90043e+60	1.37125e+62	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	0
-7.908e+59	1.74342e+57	8.41819e+61	4.81515e+60	4.57083e+61	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	0
-7.908e+59	1.45285e+57	5.61213e+61	2.44176e+60	1.52361e+61	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	0
-7.908e+59	1.21071e+57	-1.68274e+62	1.09282e+60	5.0787e+60	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	0
-7.908e+59	1.00892e+57	-1.12183e+62	4.49055e+59	1.6929e+60	6.34	-1.88987	6.35	-1.9	0	-2.99515	0
-7.908e+59	8.40768e+56	3.36588e+62	1.77946e+59	5.643e+59	6.35828	-2.03886	6.35	-2.05	0	-2.99515	0
-7.908e+59	7.0064e+56	2.24392e+62	6.96559e+58	1.881e+59	6.45002	-2.23466	6.35	-2.2	0	-2.72856	0
-7.908e+59	5.83867e+56	-6.73158e+62	2.05715e+62	-3.29095e+63	6.34057	-2.34076	6.35	-2.35	0	-2.72854	0
-7.908e+59	4.86556e+56	-4.48772e+62	8.18052e+60	-1.09698e+63	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	0
-7.908e+59	4.05463e+56	1.34632e+63	-1.74039e+61	-3.65661e+62	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	0
-7.908e+59	3.37886e+56	8.97549e+62	3.98871e+62	-1.21887e+62	6.46538	-2.81029	6.45	-2.8	0	-2.72732	0
-7.908e+59	2.81572e+56	-2.69264e+63	9.53475e+62	-1.32047e+64	6.45762	-2.94003	6.45	-2.95	0	-2.7273	0
-7.908e+59	2.34643e+56	-1.7951e+63	7.5735e+61	-4.40156e+63	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	0
-7.908e+59	1.95536e+56	5.38529e+63	1.59005e+63	-2.77953e+64	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	0
-7.908e+59	1.62946e+56	3.59019e+63	2.09655e+61	1.7063e+64	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	0
-7.908e+59	1.35789e+56	-1.07706e+64	3.61049e+63	-4.69685e+64	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	0
-7.908e+59	1.13157e+56	-7.18038e+63	3.4147e+62	-1.56562e+64	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	0
-7.908e+59	9.42977e+55	2.15412e+64	6.40849e+63	-5.21872e+63	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	0
-7.908e+59	7.85814e+55	1.43608e+64	2.04068e+63	-1.73957e+63	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	0
-7.908e+59	6.54845e+55	-4.30823e+64	6.484e+62	-5.79858e+62	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	0
-7.908e+59	5.45704e+55	-2.87215e+64	2.06468e+62	-1.93286e+62	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	0
-7.908e+59	4.54754e+55	8.61646e+64	6.56005e+61	-6.44286e+61	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	0
-7.908e+59	3.78961e+55	5.74431e+64	2.07912e+61	-2.14762e+61	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	0
-7.908e+59	3.15801e+55	3.82954e+64	6.57183e+60	-7.15874e+60	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	0
-7.908e+59	2.63168e+55	2.55303e+64	-5.26541e+64	8.42496e+65	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	0
-7.908e+59	2.19306e+55	1.70202e+64	-5.61794e+64	2.80832e+65	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	0
-7.908e+59	1.82755e+55	1.13468e+64	9.1731e+64	9.36107e+64	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	0
-7.908e+59	1.52296e+55	7.56452e+63	3.22921e+64	3.12036e+64	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	0
-7.908e+59	1.26913e+55	8.47541e+65	-1.9934e+65	1.04012e+64	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	0
-7.908e+59	1.05761e+55	5.65028e+65	1.44351e+65	-6.73652e+66	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	0
-7.908e+59	8.81343e+54	2.06168e+66	3.57134e+65	4.49448e+66	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	0
-7.908e+59	7.34453e+54	1.37445e+66	-2.27324e+65	1.49816e+66	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	0
-7.908e+59	6.12044e+54	4.2863e+66	7.94214e+65	4.99387e+65	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	0
-7.908e+59	5.10037e+54	2.85753e+66	2.73901e+65	1.66462e+65	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	0
-7.908e+59	4.2503e+54	-4.83497e+66	9.43517e+64	2.70154e+67	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	0
-7.908e+59	3.54192e+54	2.37366e+67	5.26652e+65	-4.49147e+67	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	0
-7.908e+59	2.9516e+54	2.34445e+66	-6.48979e+65	3.89483e+67	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	0
-7.908e+59	2.45967e+54	1.56297e+66	4.98674e+65	1.29828e+67	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	0
-7.908e+59	2.04972e+54	2.80019e+67	-6.33622e+66	1.12167e+68	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	0
-7.908e+59	1.7081e+54	1.86679e+67	-5.97456e+64	-1.7829e+68	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	0
-7.908e+59	1.42342e+54	6.63652e+67	-1.67725e+67	-5.94301e+67	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	0
-7.908e+59	1.18618e+54	4.42435e+67	-6.6817e+66	-1.981e+67	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	0
-7.908e+59	9.88485e+53	-7.83441e+67	2.43699e+67	4.24756e+68	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	0
-7.908e+59	8.23738e+53	-5.22294e+67	1.59024e+67	-7.21133e+68	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	0
-7.908e+59	6.86448e+53	1.8086e+68	-6.06483e+67	-2.40378e+68	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	0
-7.908e+59	5.7204e+53	1.20573e+68	-7.81457e+67	-1.80556e+69	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	0
-7.908e+59	4.767e+53	5.11741e+68	4.8688e+67	1.12358e+69	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	0
-7.908e+59	3.9725e+53	-1.38428e+69	3.68295e+67	3.74527e+68	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	0
-7.908e+59	3.31041e+53	-6.01322e+67	-1.96536e+68	3.57572e+69	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	0
-7.908e+59	2.75867e+53	-4.00881e+67	5.24073e+64	1.19191e+69	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	0
-7.908e+59	2.2989e+53	1.69871e+69	2.1844e+67	3.97302e+68	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	0
-7.908e+59	1.91575e+53	1.13247e+69	8.77275e+68	-1.36711e+70	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	0
-7.908e+59	1.59645e+53	4.20586e+69	6.45468e+67	-4.55702e+69	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	0
-7.908e+59	1.33038e+53	-1.09996e+70	8.08273e+68	-1.51901e+69	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	0
-7.908e+59	1.10867e+53	-4.31313e+68	2.44089e+68	-5.06336e+68	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	0
-7.908e+59	9.23883e+52	-2.87542e+68	-1.65252e+69	-1.68779e+68	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	0
-7.908e+59	7.69903e+52	1.36118e+70	-5.53933e+68	-5.52702e+70	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	0
-7.908e+59	6.41586e+52	9.07453e+69	-1.1978e+69	-1.28851e+71	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	0
-7.908e+59	5.34656e+52	3.36567e+70	-2.76313e+69	-4.29505e+70	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	0
-7.908e+59	4.45563e+52	-8.79902e+70	-1.70901e+69	-2.35173e+71	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	0
-7.908e+59	3.70736e+52	-3.44614e+69	-4.87803e+69	1.42465e+71	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	0
-7.908e+59	3.09021e+52	-2.29742e+69	9.83994e+68	4.74883e+70	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	0
-7.908e+59	2.57517e+52	1.08896e+71	1.12056e+69	-4.25882e+71	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	0
-7.908e+59	2.14644e+52	7.25976e+70	-6.73446e+69	-1.41961e+71	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	0
-7.908e+59	1.78862e+52	2.69254e+71	-6.00602e+70	8.36103e+71	9.75497	-10.1932	9.75	-10.2	0	-2.72857	0
-7.908e+59	1.49119e+52	-7.03921e+71	-4.69847e+69	-1.48815e+72	9.74697	-10.3629	9.75	-10.35	0	-2.72854	0
-7.908e+59	1.24857e+52	-2.75687e+70	-2.88285e+70	-4.96049e+71	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	0
