px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
-2.94843e+15	-2.8891e+15	6.34736e+15	1.50371e+14	3.00291e+15	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0
-4.62179e+12	7.21503e+14	4.35733e+14	1.0526e+14	1.00097e+15	11.1178	-2.98807	11.1	-3	0.907725	2.72317	0
-4.62179e+12	6.01253e+14	2.90489e+14	5.34658e+13	-3.56951e+16	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0
-4.62179e+12	5.01044e+14	-8.81354e+15	-6.36708e+14	-1.18984e+16	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	0
-4.62179e+12	4.17537e+14	1.21387e+16	-4.30413e+14	-3.96613e+15	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0
-4.62179e+12	3.47947e+14	-9.92193e+15	-4.71977e+15	-1.32204e+15	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	0
-4.62179e+12	2.89956e+14	2.94142e+16	-1.59749e+15	-4.40681e+14	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0
-4.62179e+12	2.4163e+14	-1.64193e+16	-5.40571e+14	-1.46894e+14	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	0
-4.62179e+12	2.01358e+14	1.33169e+17	-1.82882e+14	-4.89645e+13	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0
-4.62179e+12	1.67799e+14	-5.53359e+16	-6.18574e+13	-1.63215e+13	11.3011	-1.79507	11.35	-1.8	0	2.73035	0
-4.62179e+12	1.39832e+14	2.5134e+17	-2.0918e+13	-5.76466e+17	11.3326	-1.67041	11.35	-1.65	0	2.73033	0
-4.62179e+12	1.16527e+14	2.34447e+16	-9.62281e+15	3.84305e+17	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	0
-4.62179e+12	9.71057e+13	3.0386e+17	3.20299e+15	-1.02482e+18	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0
-4.62179e+12	8.09214e+13	-8.56569e+16	5.43519e+16	8.11315e+17	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	0
-4.62179e+12	6.74345e+13	1.09582e+18	3.29795e+16	-2.0354e+18	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0
-4.62179e+12	5.61954e+13	-9.98838e+17	-1.67077e+17	-6.78468e+17	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	0
5.60305e+17	3.399e+17	1.37392e+18	-6.70104e+16	-4.83784e+18	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	0
-4.31795e+17	6.75889e+17	2.03238e+17	-3.99314e+17	-6.2243e+18	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	0
-1.03563e+18	-8.70829e+17	3.14652e+18	-2.47287e+17	-1.12981e+19	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0
-2.77925e+18	1.05959e+18	-2.64186e+18	-2.89652e+17	-3.76605e+18	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	0
5.4116e+17	1.00476e+17	5.70815e+18	9.87297e+17	-1.25535e+18	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	0
-2.57366e+18	-5.16334e+17	-1.88031e+18	-8.46832e+17	-4.1845e+17	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	0
-6.70599e+18	3.74729e+18	3.87458e+18	-2.59579e+18	3.6754e+19	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	0
-1.11496e+19	-6.44977e+18	8.65936e+17	-1.91979e+17	1.22513e+19	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	0
1.23533e+19	-4.21637e+18	-1.64197e+19	1.60439e+17	4.08378e+18	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	0
1.25272e+19	1.86066e+19	-3.66111e+19	4.73995e+18	7.51482e+19	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	0
1.58122e+19	4.70744e+18	-2.27061e+19	2.9561e+18	1.72623e+20	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	0
3.55905e+19	9.66152e+18	-3.71362e+18	1.33768e+19	5.75411e+19	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	0
-1.1844e+19	7.98025e+18	-4.71926e+19	5.515e+18	1.91804e+19	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	0
5.36311e+19	2.90517e+19	-9.14454e+19	2.18992e+18	6.39346e+18	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	0
1.04336e+20	3.27699e+19	4.98856e+18	8.47168e+17	2.13115e+18	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0
1.07666e+19	8.19187e+19	3.02697e+19	3.21471e+17	7.10384e+17	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0
1.3508e+19	9.89512e+19	3.08084e+20	-7.36668e+19	1.18083e+21	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	0
3.92513e+19	1.25483e+20	-4.80467e+20	-7.66976e+19	3.93609e+20	8.90199	0.247143	8.85	0.25	-1.81847	0	0
-1.78441e+20	3.7137e+20	-3.09675e+20	-1.83507e+19	1.31203e+20	8.76016	0.263752	8.75	0.25	-1.81846	0	0
-7.7828e+20	2.86901e+20	1.18488e+21	-3.70903e+18	4.37344e+19	8.46355	0.258809	8.55	0.25	-3.6326	0	0
6.16756e+20	7.86963e+20	-2.04635e+21	-4.33715e+17	4.73694e+21	8.35367	0.252596	8.35	0.25	-3.6326	0	0
2.57258e+20	-8.11895e+20	1.77245e+21	8.66631e+19	1.57898e+21	8.05161	0.241868	8.2	0.25	-2.72841	0	0
2.43853e+20	-1.47799e+21	-2.64342e+21	5.78236e+19	5.26327e+20	8.05411	0.247878	8.05	0.25	-2.72842	0	0
-1.90244e+21	6.90918e+20	-2.84053e+21	2.89246e+19	9.62018e+21	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	0
2.81993e+21	5.75765e+20	-1.89369e+21	1.86027e+20	-1.56827e+22	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0
2.81993e+21	4.79804e+20	8.18228e+21	-1.40563e+21	-5.22758e+21	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	0
2.81993e+21	3.99837e+20	5.45485e+21	-2.92541e+21	-3.95215e+22	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0
2.81993e+21	3.33197e+20	-5.80817e+21	-1.63429e+21	-1.31738e+22	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	0
2.81993e+21	2.77664e+20	-3.87211e+21	-7.6448e+20	-4.39127e+21	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	0
2.81993e+21	2.31387e+20	-2.14709e+22	-5.0577e+21	7.40941e+22	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	0
2.81993e+21	1.92822e+20	-1.43139e+22	-3.27435e+20	2.4698e+22	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0
2.81993e+21	1.60685e+20	2.82363e+22	3.4408e+20	1.59348e+23	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	0
2.81993e+21	1.33904e+20	1.88242e+22	-1.58506e+22	5.31161e+22	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0
2.81993e+21	1.11587e+20	-6.30084e+22	-4.31017e+21	3.19937e+23	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	0
2.81993e+21	9.29892e+19	-4.20056e+22	-3.33527e+22	1.06646e+23	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0
2.81993e+21	7.7491e+19	-1.79119e+23	-4.69428e+22	6.40011e+23	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	0
2.81993e+21	6.45759e+19	-1.19413e+23	-3.92281e+21	2.13337e+23	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	0
2.81993e+21	5.38132e+19	2.22623e+23	-7.33106e+22	1.28004e+24	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	0
2.81993e+21	4.48443e+19	1.48415e+23	-7.8665e+22	4.26679e+23	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	0
2.81993e+21	3.73703e+19	-5.05519e+23	-1.70229e+23	2.56008e+24	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	0
2.81993e+21	3.11419e+19	-3.37013e+23	-1.65206e+23	8.53359e+23	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0
2.81993e+21	2.59516e+19	-1.4336e+24	-3.43044e+23	5.12016e+24	6.24787	-1.61119	6.25	-1.6	0	-2.99288	0
2.81993e+21	2.16263e+19	-9.55734e+23	-2.88071e+22	1.70672e+24	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0
2.81993e+21	1.80219e+19	1.7807e+24	2.16653e+22	1.02403e+25	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	0
2.81993e+21	1.50183e+19	1.18713e+24	1.94828e+23	3.41344e+24	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0
2.81993e+21	1.25152e+19	-4.04428e+24	-1.08142e+24	2.04806e+25	6.53066	-2.26346	6.35	-2.2	0	-2.72782	0
2.81993e+21	1.04294e+19	-2.69619e+24	1.49378e+22	-3.18588e+25	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0
2.81993e+21	8.69113e+18	-1.14689e+25	-5.79013e+23	2.8066e+25	6.27034	-2.51837	6.35	-2.55	0	-3.63689	0
2.81993e+21	7.24261e+18	-7.64591e+24	3.21465e+23	-6.80159e+25	6.34287	-2.73391	6.35	-2.75	0	-3.63689	0
2.81993e+21	6.03551e+18	1.42455e+25	3.69558e+24	-1.00043e+26	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	0
2.81993e+21	5.02959e+18	9.49703e+24	-6.02732e+23	1.21395e+26	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	0
2.81993e+21	4.19133e+18	-3.23543e+25	2.02523e+24	4.04649e+25	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	0
2.81993e+21	3.49277e+18	-2.15695e+25	-1.79257e+25	1.34883e+25	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0
2.81993e+21	2.91064e+18	-9.17509e+25	-2.50707e+25	3.13981e+26	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	0
2.81993e+21	2.42554e+18	-6.11673e+25	-2.59805e+24	-5.1431e+26	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	0
2.81993e+21	2.02128e+18	1.13964e+26	-1.02901e+25	-1.71437e+26	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	0
2.81993e+21	1.6844e+18	7.59762e+25	-6.57142e+24	-5.71455e+25	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	0
2.81993e+21	1.40367e+18	-2.58834e+26	-3.23875e+24	1.21889e+27	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	0
2.81993e+21	1.16972e+18	-1.72556e+26	2.12798e+25	4.06297e+26	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	0
2.81993e+21	9.74768e+17	-7.34007e+26	1.45419e+25	2.61131e+27	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	0
2.81993e+21	8.12307e+17	-4.89338e+26	5.27205e+25	-4.08132e+27	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	0
2.81993e+21	6.76923e+17	9.11715e+26	-5.71065e+25	-1.36044e+27	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	0
2.81993e+21	5.64102e+17	6.0781e+26	-4.39293e+25	-4.5348e+26	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	0
2.81993e+21	4.70085e+17	-2.07067e+27	5.96771e+26	9.75236e+27	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	0
2.81993e+21	3.91738e+17	-1.38045e+27	9.80381e+26	-1.65563e+28	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	0
2.81993e+21	3.26448e+17	-5.87206e+27	-1.18742e+27	-2.53258e+28	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	0
2.81993e+21	2.7204e+17	-3.91471e+27	-8.18408e+26	3.11722e+28	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	0
2.81993e+21	2.267e+17	7.29372e+27	-2.17666e+27	5.00048e+28	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	0
2.81993e+21	1.88917e+17	4.86248e+27	1.92067e+26	-6.25599e+28	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	0
2.81993e+21	1.57431e+17	-1.65654e+28	-1.08312e+27	-1.00081e+29	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	0
2.81993e+21	1.31192e+17	-1.10436e+28	-1.20997e+28	-3.33605e+28	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	0
2.81993e+21	1.09327e+17	-4.69765e+28	-4.64486e+27	-1.11202e+28	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	0
2.81993e+21	9.11056e+16	-3.13177e+28	-1.75216e+27	-3.70672e+27	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	0
2.81993e+21	7.59214e+16	5.83497e+28	-6.51953e+26	6.3259e+29	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	0
2.81993e+21	6.32678e+16	3.88998e+28	-2.82434e+28	2.10863e+29	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	0
2.81993e+21	5.27232e+16	-1.32523e+29	-5.54977e+27	7.04113e+29	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	0
2.81993e+21	4.3936e+16	-8.83487e+28	1.10553e+28	2.34704e+29	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	0
2.81993e+21	3.66133e+16	-3.75812e+29	7.98856e+27	7.82348e+28	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	0
2.81993e+21	3.05111e+16	-2.50541e+29	4.09734e+27	2.60783e+28	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	0
2.81993e+21	2.54259e+16	4.66798e+29	1.84387e+27	2.54399e+30	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	0
2.81993e+21	2.11883e+16	3.11199e+29	3.64166e+29	8.47998e+29	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	0
2.81993e+21	1.76569e+16	-1.06018e+30	-1.79972e+29	2.82666e+29	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	0
2.81993e+21	1.47141e+16	-7.0679e+29	-5.48064e+28	9.4222e+28	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	0
2.81993e+21	1.22617e+16	-3.00649e+30	-6.50366e+29	1.01726e+31	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	0
2.81993e+21	1.02181e+16	-2.00433e+30	1.23746e+30	-1.68915e+31	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	0
2.81993e+21	8.51509e+15	3.73438e+30	1.03372e+29	-5.63051e+30	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	0
2.81993e+21	7.09591e+15	2.48959e+30	-6.85829e+28	-4.24417e+31	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0
2.81993e+21	5.91326e+15	-8.48148e+30	-7.30915e+29	-1.41472e+31	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	0
2.81993e+21	4.92771e+15	-5.65432e+30	-3.01496e+30	-4.71574e+30	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	0
2.81993e+21	4.10643e+15	-2.4052e+31	-1.09152e+30	7.95577e+31	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	0
2.81993e+21	3.42202e+15	-1.60346e+31	1.12372e+31	-1.3574e+32	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0
2.81993e+21	2.85169e+15	2.98751e+31	1.25999e+30	-2.07506e+32	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0
2.81993e+21	2.37641e+15	1.99167e+31	-3.38006e+30	-3.93687e+32	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0
2.81993e+21	1.98034e+15	-6.78518e+31	3.22239e+31	-1.31229e+32	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0
2.81993e+21	1.65029e+15	-4.52346e+31	-3.22282e+31	-4.3743e+31	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0
2.81993e+21	1.37524e+15	-1.92416e+32	-1.14725e+31	6.34456e+32	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	0
2.81993e+21	1.14603e+15	-1.28277e+32	6.75984e+30	-1.08659e+33	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	0
2.81993e+21	9.55023e+14	2.39e+32	-1.76541e+31	-1.66027e+33	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0
2.81993e+21	7.95897e+14	1.59334e+32	1.25957e+32	-5.53423e+32	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0
2.81993e+21	6.63249e+14	-5.42815e+32	-1.29493e+32	-1.84474e+32	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0
2.81993e+21	5.52665e+14	-3.61876e+32	-4.62375e+31	-6.14915e+31	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0
2.81993e+21	4.60552e+14	-1.53933e+33	-1.64386e+31	-2.04972e+31	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0
2.81993e+21	3.83649e+14	-1.02622e+33	-3.3034e+32	-6.83239e+30	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0
2.81993e+21	3.19692e+14	1.912e+33	-1.10239e+32	-2.27746e+30	9.77731	-10.3295	9.75	-10.3	0	-2.72851	0
2.81993e+21	2.6665e+14	1.27467e+33	-3.67879e+31	-7.59154e+29	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0
2.81993e+21	2.22209e+14	-4.34252e+33	-1.22766e+31	2.07689e+34	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	0
2.81993e+21	1.84525e+14	-2.89501e+33	3.76706e+32	-3.46154e+34	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0
2.81993e+21	1.53799e+14	-1.23146e+34	-3.04689e+33	-1.15385e+34	9.84397	-10.9287	9.85	-10.9	0	-3.00318	0
2.81993e+21	1.28806e+14	-8.20973e+33	-1.20774e+33	-3.84616e+33	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0
2.81993e+21	1.07361e+14	1.5296e+34	4.72562e+33	-1.28205e+33	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0
2.81993e+21	8.60699e+13	1.01974e+34	-8.83075e+33	-4.27351e+32	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0
2.81993e+21	7.17675e+13	-3.47401e+34	7.43388e+33	-1.4245e+32	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0
2.81993e+21	5.85824e+13	-2.31601e+34	1.28602e+34	-3.32354e+35	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0
2.81993e+21	4.89231e+13	-9.85168e+34	-1.80888e+33	-1.10785e+35	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	0
2.81993e+21	4.42213e+13	-6.56779e+34	-2.63483e+33	-3.69283e+34	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0
2.81993e+21	3.81183e+13	1.22368e+35	-1.55492e+33	6.52305e+35	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	0
2.81993e+21	3.20825e+13	8.15788e+34	9.45111e+34	-1.11179e+36	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	0
2.81993e+21	2.71369e+13	-2.77921e+35	1.11164e+34	-3.70598e+35	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0
2.81993e+21	2.75772e+13	-1.85281e+35	-3.09044e+33	-1.23533e+35	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0
2.81993e+21	2.54287e+13	-7.88134e+35	-3.29256e+33	-4.11775e+34	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	0
2.81993e+21	7.39074e+13	-5.25423e+35	-1.85167e+33	-5.33064e+36	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	0
2.81993e+21	6.55127e+13	9.78946e+35	-8.9447e+34	-1.77688e+36	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	0
2.81992e+21	6.21419e+13	6.52631e+35	-5.94256e+34	-1.12261e+37	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	0
2.81992e+21	5.53131e+13	-2.22337e+36	-8.90545e+35	-3.74204e+36	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	0
2.81992e+21	1.40817e+14	-1.48225e+36	-3.65557e+35	-1.24735e+36	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	0
2.81992e+21	1.10645e+14	-6.30508e+36	-1.47391e+36	-2.16834e+37	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	0
2.81992e+21	5.35126e+14	-4.20338e+36	-8.88242e+35	-4.97631e+37	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	0
2.81992e+21	4.62916e+14	7.83157e+36	-1.12634e+36	-1.65877e+37	8.27267	-12.996	8.4	-13.15	-2.99683	0	0
2.8199e+21	3.81402e+14	5.22105e+36	-6.52209e+35	-5.52923e+36	8.25965	-13.1488	8.25	-13.15	-2.9968	0	0
2.8199e+21	2.73553e+14	-1.7787e+37	-3.1878e+35	-1.84308e+36	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	0
2.81989e+21	2.81875e+15	-1.1858e+37	1.04938e+37	-6.14359e+35	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	0
2.81989e+21	2.2208e+15	-5.04406e+37	1.41205e+37	-2.04786e+35	7.86599	-13.4154	7.8	-13.25	-2.7295	0	0
2.81984e+21	-4.49541e+14	-3.36271e+37	4.70308e+36	-3.40351e+38	7.62489	-13.249	7.65	-13.25	-2.7295	0	0
2.81983e+21	-5.12837e+14	6.26525e+37	-2.53726e+37	-1.1345e+38	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0
2.81965e+21	2.535e+15	4.17684e+37	-1.03484e+37	-3.78167e+37	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0
2.81964e+21	1.6711e+15	-1.42296e+38	-4.14285e+36	6.67959e+38	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	0
2.8195e+21	3.00534e+16	-9.48637e+37	1.08665e+37	2.22653e+38	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0
2.8195e+21	2.37408e+16	-4.03525e+38	7.70333e+36	1.43535e+39	6.79473	-13.0433	6.85	-13.15	-3.63709	0	0
2.81893e+21	1.30543e+16	-2.69017e+38	1.99018e+38	4.78449e+38	6.65123	-13.1604	6.65	-13.15	-3.63709	0	0
2.819e+21	1.11576e+16	5.0122e+38	-9.58292e+37	2.88174e+39	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	0
2.82047e+21	2.24876e+16	3.34147e+38	-1.54065e+38	-4.48394e+39	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	0
2.82052e+21	1.73385e+16	-1.13836e+39	-1.33601e+38	-1.49465e+39	6.27012	-13.1139	6.25	-13.05	-1.81729	0	0
2.82362e+21	4.10043e+16	-7.5891e+38	-7.19489e+37	-4.98215e+38	6.14459	-13.0471	6.15	-13.05	-1.81729	0	0
2.82348e+21	3.51628e+16	-3.2282e+39	-3.31124e+37	1.0723e+40	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	0
2.82614e+21	3.12436e+17	-2.15213e+39	1.85454e+38	3.57432e+39	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	0
2.82586e+21	2.89396e+17	4.00976e+39	1.21392e+38	2.29695e+40	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	0
2.81732e+21	-2.44953e+17	2.67318e+39	4.23312e+38	7.6565e+39	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	0
2.81728e+21	-1.72746e+17	-9.10692e+39	2.68712e+38	4.61083e+40	5.45236	-12.7392	5.45	-12.7	-2.00001	1	0
2.79649e+21	3.57952e+17	-6.07128e+39	3.58032e+39	1.53694e+40	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	0
2.79719e+21	3.5068e+17	-2.58256e+40	1.44994e+39	9.22354e+40	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0
2.78222e+21	1.7553e+18	-1.72171e+40	7.46718e+39	-1.43479e+41	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	0
2.78186e+21	1.69035e+18	3.20781e+40	-1.37905e+38	-4.78265e+40	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	0
2.89287e+21	1.98107e+18	2.13854e+40	-9.21639e+38	-3.64391e+41	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0
2.89366e+21	1.76531e+18	-7.28554e+40	1.53971e+40	-1.21464e+41	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	0
-3.57728e+39	-3.67797e+40	-1.48892e+41	3.10776e+39	-7.37386e+41	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0
3.27541e+40	1.4249e+41	-1.0952e+41	-1.12536e+40	-2.45795e+41	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	0
-4.15552e+40	2.49274e+41	-9.01438e+40	-7.84779e+39	-8.19318e+40	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0
2.54355e+41	4.83155e+39	6.09428e+41	-3.98288e+39	1.36649e+42	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	0
1.70485e+41	-1.08832e+41	1.09735e+41	2.14708e+40	4.55495e+41	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0
-2.75734e+41	-4.42109e+41	-8.90521e+41	1.47405e+40	2.93942e+42	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	0
-6.61799e+41	-1.94401e+41	-5.72639e+41	-1.20373e+41	9.79808e+41	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0
-1.38315e+42	-2.66994e+40	3.06441e+40	-2.21473e+40	3.26603e+41	4.43672	-11.0976	4.45	-11.05	0	1.8168	0
3.37089e+41	2.8957e+41	9.12984e+41	-1.39015e+39	1.08868e+41	4.43803	-10.9525	4.45	-10.95	0	1.81679	0
-2.0135e+42	6.44378e+41	2.37529e+42	-6.95548e+41	3.62892e+40	4.40556	-10.7068	4.45	-10.8	0	3.00139	0
-2.24471e+41	-1.28059e+42	1.24954e+43	-9.28143e+41	2.23128e+43	4.45507	-10.6618	4.45	-10.65	0	3.00138	0
1.94726e+39	-3.79721e+42	8.03075e+42	6.24253e+40	7.43761e+42	4.44716	-10.5583	4.45	-10.55	0	2.00041	0
5.25201e+42	-8.9099e+42	6.75078e+42	1.53854e+42	2.4792e+42	4.45187	-10.4417	4.45	-10.45	0	2.00038	0
4.88471e+42	1.54689e+42	-7.2517e+41	5.54185e+41	-4.37751e+43	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0
1.29811e+43	-4.21587e+42	1.65274e+43	-3.33277e+42	-1.45917e+43	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0
2.93207e+43	1.80151e+43	5.81842e+41	-1.37845e+42	8.43391e+43	4.56608	-10.005	4.55	-10	0	2.72717	0
-1.44122e+41	3.38403e+43	4.14667e+42	1.22372e+43	2.8113e+43	4.55922	-9.84124	4.55	-9.85	0	2.72714	0
